passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount
Austin Mason,14.7,2017-08-05 22:28:51,Card,1,1.55,10.5,2.36,0.0
Bryan Weber,5.7,2017-02-10 02:37:54,Card,1,1.72,7.0,1.66,0.0
Shaun Curtis,8.583333333333334,2017-07-26 01:25:59,Card,2,4.7,14.5,2.0,0.0
Angela Nunez,18.733333333333334,2017-01-10 10:03:40,Cash,1,1.87,13.0,0.0,0.0
Melissa Reyes,15.066666666666666,2017-08-03 03:23:15,Cash,1,6.1,19.5,0.0,0.0
Brittany Mathis,4.233333333333333,2017-09-22 09:55:37,Cash,1,0.72,5.0,1.0,0.0
Debra Baxter,14.483333333333333,2017-06-20 17:55:05,Card,2,1.32,10.5,2.46,0.0
Megan Rich,16.616666666666667,2017-10-20 00:38:10,Card,1,2.4,13.0,2.85,0.0
Shane Gonzalez,20.283333333333335,2017-10-26 12:22:10,Card,1,1.3,12.5,2.65,0.0
Andrew Peck,0.05,2017-03-25 09:21:03,Cash,4,0.0,52.0,0.0,0.0
Herbert Ellis,6.116666666666666,2017-09-21 19:21:42,Card,1,0.7,5.5,0.73,0.0
Francisco Simmons,17.316666666666666,2017-07-22 16:58:24,Cash,3,2.8,13.5,3.05,0.0
Tammie Adams,14.916666666666666,2017-06-01 17:35:24,Card,1,2.3,12.0,0.0,0.0
Catherine Gordon,12.5,2017-02-26 19:16:46,Card,2,2.4,11.0,2.35,0.0
Mary Herrera,9.166666666666666,2017-03-09 07:50:49,Card,1,1.45,8.0,1.76,0.0
Brian White,7.533333333333333,2017-11-15 13:29:42,Card,1,0.7,6.5,2.0,0.0
Mary Bond,18.866666666666667,2017-05-26 17:39:48,Cash,1,1.3,12.5,0.0,0.0
Jennifer Lane,12.2,2017-06-01 09:43:24,Cash,1,1.9,9.5,3.05,0.0
Heather Rogers,6.366666666666666,2017-08-19 18:04:41,Card,1,1.08,6.5,1.46,0.0
Alexander Mclaughlin,10.75,2017-01-13 22:12:16,Cash,1,2.3,10.0,2.25,0.0
Tara Cummings,6.333333333333333,2017-05-09 15:12:21,Cash,2,0.9,6.0,0.0,0.0
Danny Mercado,2.3333333333333335,2017-05-18 18:45:15,Cash,1,0.5,4.0,1.16,0.0
Valerie Merritt,11.433333333333334,2017-12-25 12:01:56,Cash,5,2.49,10.5,0.0,0.0
Joanna Tyler,6.383333333333334,2017-07-12 23:13:41,Cash,1,1.0,6.0,1.46,0.0
Lisa Carson,4.433333333333334,2017-04-23 20:58:40,Card,1,0.6,5.0,1.25,0.0
Lisa Stephens,5.7,2017-09-18 12:44:54,Cash,1,0.82,6.0,0.0,0.0
Katherine Brown,11.583333333333334,2017-08-21 11:58:50,Cash,1,0.86,8.0,0.0,0.0
Scott Arnold,5.966666666666667,2017-12-23 09:58:14,Cash,1,1.43,6.5,1.46,0.0
Andrew White,8.266666666666667,2017-07-06 20:35:08,Cash,1,2.4,9.5,2.15,0.0
Parker Zimmerman,6.5,2017-10-10 20:48:42,Cash,1,1.54,7.0,1.66,0.0
Judy Banks,16.433333333333334,2017-01-13 07:12:10,Card,5,3.22,14.0,2.96,0.0
Frank Russo,15.166666666666666,2017-08-23 13:02:19,Card,1,2.0,11.5,1.5,0.0
Crystal Miller,3.3833333333333333,2017-07-27 11:02:12,Cash,5,0.31,4.0,0.0,0.0
Kathryn Gardner,19.516666666666666,2017-08-08 11:52:53,Card,2,1.7,12.5,0.0,0.0
Wendy Edwards,21.566666666666666,2017-07-30 12:24:18,Cash,1,4.52,18.0,0.0,0.0
Kimberly Sanders,12.8,2017-12-24 11:59:10,Card,1,2.0,11.0,1.0,0.0
Matthew Trujillo,8.65,2017-12-06 05:22:39,Card,1,3.0,10.5,2.95,0.0
Karina Neal,15.7,2017-04-04 04:34:10,Cash,2,4.53,15.5,0.0,0.0
Dawn Atkins,15.316666666666666,2017-07-05 13:12:11,Cash,1,1.9,11.5,0.0,0.0
Mrs. Jessica Chapman DDS,16.7,2017-12-28 10:36:14,Cash,1,3.33,13.5,2.86,0.0
Andrew Robinson,21.683333333333334,2017-12-27 09:40:34,Cash,2,4.41,19.0,0.0,0.0
Wendy Mcgee,21.516666666666666,2017-10-10 13:59:39,Card,2,2.8,15.5,0.0,0.0
Derrick Robinson,7.666666666666667,2017-06-12 12:26:10,Card,2,1.2,7.0,0.0,0.0
Daniel Chen,5.883333333333334,2017-07-11 20:03:01,Cash,1,1.26,6.5,0.0,0.0
Yolanda Horn,12.916666666666666,2017-11-05 11:52:37,Card,2,3.1,12.5,2.65,0.0
James May,15.233333333333333,2017-08-01 13:07:24,Cash,1,1.8,11.0,0.0,0.0
Todd Beck,12.066666666666666,2017-03-28 07:59:54,Cash,1,1.4,8.5,1.4,0.0
Diane Lozano,15.016666666666667,2017-12-01 12:57:28,Cash,2,0.96,10.5,0.0,0.0
Christina Mitchell,7.066666666666666,2017-11-30 06:54:48,Card,1,0.8,6.0,1.0,0.0
Karen Rodriguez,19.15,2017-05-11 18:47:01,Card,3,2.3,13.5,2.7,0.0
Christopher Cervantes,8.316666666666666,2017-04-13 20:57:21,Cash,4,0.9,7.0,1.65,0.0
Brittany Beck,2.05,2017-05-03 12:24:08,Card,3,0.4,3.5,0.0,0.0
Krista Patrick,7.083333333333333,2017-12-20 11:19:51,Card,1,0.6,6.0,1.7,0.0
Julie Blair,8.55,2017-12-31 09:19:49,Card,2,1.91,8.5,0.0,0.0
Jenny Fischer,25.65,2017-09-08 11:15:04,Cash,1,2.19,16.0,0.0,0.0
Austin Robertson,24.533333333333335,2017-06-26 19:02:25,Cash,1,3.3,17.0,4.7,0.0
Tara Yang,3.6166666666666667,2017-01-08 14:30:00,Card,1,0.6,4.5,1.0,0.0
Joshua Pace,11.133333333333333,2017-02-24 15:42:49,Cash,1,1.43,8.5,1.86,0.0
Kristina Schaefer,10.483333333333333,2017-01-12 10:22:32,Cash,1,1.33,8.5,0.0,0.0
Theresa Cantu,15.433333333333334,2017-12-30 20:02:31,Cash,2,2.73,12.0,2.56,0.0
James Mccarthy,5.95,2017-09-22 16:11:23,Card,1,1.2,6.5,0.0,0.0
James Watson,9.6,2017-01-19 09:19:43,Card,1,0.9,7.5,1.65,0.0
Jennifer Mack,9.016666666666667,2017-04-21 18:27:31,Card,1,1.3,7.5,0.0,0.0
Sara Foster MD,10.683333333333334,2017-01-12 10:38:25,Cash,1,0.91,7.5,2.08,0.0
Eddie Morrison,7.716666666666667,2017-05-12 21:38:00,Card,1,2.17,9.0,1.54,0.0
Omar Long,9.483333333333333,2017-09-29 09:37:10,Card,1,1.2,8.0,1.75,0.0
Jenna Martinez,9.2,2017-08-16 13:30:48,Card,1,1.26,8.0,0.0,0.0
Meghan Richards,32.3,2017-11-11 15:41:33,Card,1,2.4,19.5,4.06,0.0
Kristen Gomez,23.733333333333334,2017-06-08 08:20:37,Card,1,2.39,16.0,2.52,0.0
Raymond Terrell,7.65,2017-04-25 13:34:37,Card,1,1.3,7.5,1.5,0.0
Ronald Lopez,7.066666666666666,2017-03-09 01:50:19,Cash,1,2.21,8.5,1.96,0.0
Ross Gray,11.45,2017-06-22 21:44:10,Cash,1,1.5,9.0,2.05,0.0
Michael Raymond,7.283333333333333,2017-04-21 13:56:38,Cash,1,1.15,6.5,1.46,0.0
Michael Garcia,8.15,2017-10-01 20:38:10,Card,1,0.88,7.0,1.66,0.0
Ashley Russo,16.266666666666666,2017-11-03 18:50:40,Cash,1,1.92,12.0,2.76,0.0
Brett Brown,14.15,2017-02-22 12:43:31,Cash,1,5.8,19.0,0.0,0.0
William Miller,4.633333333333334,2017-01-07 17:19:47,Card,1,0.5,5.0,1.45,0.0
Jennifer Nelson,13.616666666666667,2017-01-16 21:05:21,Cash,1,2.11,11.0,2.25,0.0
Jessica Christensen,8.8,2017-12-28 07:33:14,Cash,1,1.0,7.0,0.0,0.0
James Berg,10.766666666666667,2017-09-20 14:05:52,Card,1,1.4,8.5,2.3,0.0
Gabrielle Wilson,12.166666666666666,2017-08-22 17:11:41,Card,4,1.5,9.5,0.0,0.0
Eric Johnson,4.933333333333334,2017-12-16 04:03:04,Cash,1,0.65,5.0,1.26,0.0
Willie Watson,10.8,2017-01-11 23:22:37,Cash,1,1.6,9.0,0.0,0.0
Christine Jacobs,1.75,2017-02-15 05:49:23,Cash,1,0.7,4.0,1.3,0.0
Gina Cortez,2.2666666666666666,2017-04-12 06:54:50,Card,2,0.42,4.0,0.0,0.0
John Howell,13.916666666666666,2017-08-29 22:00:09,Card,1,3.2,12.5,3.45,0.0
Calvin Collins,31.616666666666667,2017-06-21 17:08:11,Card,1,4.97,21.5,4.66,0.0
Joseph King,23.25,2017-06-20 19:13:02,Card,2,2.66,15.5,4.0,0.0
Brandy Baker,10.533333333333333,2017-10-19 23:55:54,Cash,1,1.07,8.0,2.32,0.0
Michael Kennedy,4.283333333333333,2017-09-23 07:57:27,Cash,2,0.57,4.5,0.0,0.0
Dr. Shelia Snyder,6.15,2017-08-09 18:42:48,Cash,1,0.7,5.5,0.0,0.0
Charles Lewis,3.6666666666666665,2017-11-09 06:33:54,Card,1,0.94,5.0,1.16,0.0
Lynn Sanford,8.283333333333333,2017-03-16 18:38:37,Card,1,0.23,6.5,0.0,0.0
John Newman,15.2,2017-04-15 14:54:51,Cash,3,4.1,15.0,3.15,0.0
David Gonzalez,14.733333333333333,2017-10-24 19:55:44,Cash,3,3.8,14.5,0.0,0.0
Christopher Gibson,11.733333333333333,2017-04-10 14:46:05,Cash,5,1.02,8.5,0.0,0.0
Anna Diaz,17.266666666666666,2017-08-11 03:01:49,Cash,5,5.0,17.0,0.0,0.0
Tina Castro,0.7833333333333333,2017-06-13 14:46:07,Cash,1,0.1,2.5,0.0,0.0
William Mcgee,5.15,2017-05-01 09:19:38,Cash,1,0.92,5.5,1.58,0.0
Anna Hill,11.966666666666667,2017-06-30 00:21:47,Card,5,2.15,10.0,2.26,0.0
Michelle King,6.35,2017-08-27 01:18:34,Card,6,1.02,6.0,1.25,0.0
Richard Cole,17.95,2017-11-01 16:08:29,Cash,1,2.3,14.0,3.0,0.0
Ashley Wilkins,6.683333333333334,2017-11-18 12:28:14,Cash,2,0.65,6.0,0.75,0.0
Nicholas Nicholson,17.866666666666667,2017-02-04 20:05:34,Card,1,3.3,14.0,2.0,0.0
Melissa Turner,4.383333333333334,2017-07-05 20:11:21,Card,1,0.6,5.0,1.25,0.0
Maria Vargas,6.933333333333334,2017-03-02 15:27:34,Card,1,0.97,6.5,0.0,0.0
Jennifer Kelley,34.416666666666664,2017-05-02 20:40:39,Card,1,5.9,25.5,0.0,0.0
Alexis White,10.233333333333333,2017-12-12 06:47:35,Card,6,2.29,10.0,2.16,0.0
Sandra Bonilla,19.35,2017-11-01 15:29:47,Card,5,1.8,12.5,3.32,0.0
Colleen Fitzgerald,15.95,2017-11-01 17:16:50,Cash,1,1.9,11.5,2.65,0.0
Jenna Hughes,24.35,2017-06-03 12:35:42,Card,1,3.63,17.0,5.34,0.0
Elizabeth Henson,15.4,2017-05-12 14:35:28,Card,1,2.65,12.5,3.99,0.0
Michael Horton,5.416666666666667,2017-02-16 12:24:29,Card,1,0.7,5.5,0.0,0.0
Kelly Douglas,6.333333333333333,2017-03-15 23:22:09,Card,1,0.73,6.0,1.0,0.0
Jacqueline Taylor,12.85,2017-02-12 12:14:17,Card,1,1.2,9.0,1.95,0.0
Tiffany Wells,6.366666666666666,2017-01-30 08:51:35,Cash,1,0.7,6.0,1.35,0.0
Jennifer Anderson,17.066666666666666,2017-04-30 04:56:07,Cash,1,5.4,18.5,4.91,0.0
Laura Riggs,13.033333333333333,2017-07-30 08:09:23,Card,1,3.9,13.5,2.85,0.0
William Ford,8.633333333333333,2017-05-21 13:43:23,Card,1,1.33,7.5,1.66,0.0
Jimmy Cook,6.65,2017-12-15 09:05:19,Card,1,1.04,6.5,0.0,0.0
Mallory Martin,11.25,2017-06-05 06:53:38,Card,1,1.3,8.5,1.0,0.0
Matthew Adams,2.2333333333333334,2017-10-21 17:59:29,Card,1,0.4,3.5,0.0,0.0
Krystal Green,9.05,2017-11-04 00:38:12,Cash,2,1.86,8.5,2.94,0.0
Heather Lopez,7.533333333333333,2017-03-27 01:12:11,Cash,1,2.16,9.0,0.0,0.0
Mary Suarez,11.866666666666667,2017-10-28 23:11:07,Card,5,1.34,8.5,0.0,0.0
Helen Franco,14.483333333333333,2017-11-15 22:29:48,Card,6,1.5,10.5,0.0,0.0
Amanda Miller,9.333333333333334,2017-03-22 02:09:20,Cash,1,2.81,10.5,2.36,0.0
Kenneth Brown,10.8,2017-05-23 10:08:39,Card,1,1.2,8.5,0.0,0.0
Louis Smith,20.8,2017-05-08 23:34:31,Cash,1,5.88,20.5,5.45,0.0
Michael White,32.31666666666667,2017-11-13 09:10:17,Card,1,3.83,21.0,4.0,0.0
Ryan Smith,35.55,2017-10-20 12:12:09,Card,1,3.8,22.5,1.0,0.0
Phillip Simpson,7.483333333333333,2017-11-19 21:21:06,Cash,1,1.3,7.0,1.65,0.0
Matthew Gonzalez,1.0166666666666666,2017-07-08 00:55:03,Card,2,0.0,2.5,0.0,0.0
Nichole Silva,15.15,2017-06-21 23:47:44,Cash,1,3.43,13.5,2.96,0.0
Lydia Wright,1.7333333333333334,2017-02-02 01:58:12,Cash,1,0.7,4.0,1.05,0.0
Melissa Little,9.7,2017-11-04 12:45:11,Cash,2,0.9,8.0,1.58,0.0
Tyler Oconnor,19.566666666666666,2017-01-09 10:38:51,Card,2,1.5,12.5,0.0,0.0
Jerry Dunlap,14.45,2017-07-06 20:20:10,Card,2,0.73,10.0,0.0,0.0
Michael Garcia,7.966666666666667,2017-06-22 07:13:16,Card,1,1.6,7.5,0.0,0.0
Rebekah Powell,22.05,2017-11-10 00:33:18,Cash,1,5.9,20.5,5.45,0.0
Michael Torres,5.75,2017-09-03 20:07:26,Card,1,1.21,6.5,1.2,0.0
Jonathan Camacho,32.06666666666667,2017-10-15 20:34:03,Card,1,4.32,23.0,0.0,0.0
Tom Moore,16.533333333333335,2017-12-19 20:52:39,Cash,1,1.6,11.5,2.55,0.0
Shannon Randolph,11.016666666666667,2017-08-23 19:59:58,Cash,1,1.93,9.5,2.26,0.0
Daniel Willis,4.133333333333334,2017-05-27 11:59:14,Cash,6,0.53,5.0,0.0,0.0
Michael Montgomery,7.133333333333334,2017-02-21 10:04:11,Card,6,1.08,6.5,0.0,0.0
George Williamson,5.216666666666667,2017-01-24 13:54:49,Cash,1,0.8,5.5,1.0,0.0
Kimberly Rodriguez,26.0,2017-02-26 16:45:58,Cash,1,5.28,22.0,4.56,0.0
April Butler,13.066666666666666,2017-01-30 13:58:57,Card,1,1.07,9.0,0.0,0.0
Frederick Ortiz,8.916666666666666,2017-03-17 23:53:51,Cash,1,1.2,7.5,0.0,0.0
Jennifer Sutton,8.366666666666667,2017-06-21 18:39:26,Card,1,0.53,6.5,2.08,0.0
Tommy Sanchez,12.466666666666667,2017-09-29 21:39:01,Card,1,2.56,11.0,3.08,0.0
Dennis Tucker,10.25,2017-09-24 15:02:10,Card,1,1.55,8.5,0.0,0.0
Michael Hughes,6.4,2017-08-22 00:29:46,Card,1,1.32,7.0,2.0,0.0
Robert Brown,9.15,2017-09-21 10:01:38,Cash,2,1.1,7.5,0.0,0.0
Nathan May,2.4166666666666665,2017-10-08 21:53:15,Card,1,0.5,4.0,1.05,0.0
Keith Shelton,7.933333333333334,2017-03-24 14:16:39,Cash,1,1.14,7.0,0.0,0.0
Savannah Anderson,3.2333333333333334,2017-05-29 07:13:36,Card,1,0.9,5.0,1.15,0.0
Brittany Kirby,5.9,2017-01-08 10:11:40,Cash,1,1.1,6.5,0.73,0.0
Sandra Davies,2.4166666666666665,2017-08-11 02:41:14,Card,1,0.41,3.5,0.0,0.0
Angela Ferguson,5.5,2017-04-07 11:54:36,Cash,1,0.8,5.5,1.55,0.0
Connie Hobbs,13.083333333333334,2017-02-25 11:52:54,Card,1,1.76,10.0,1.2,0.0
Daniel Nielsen,16.85,2017-06-20 08:06:41,Cash,2,3.82,15.0,0.0,0.0
Gary Knight,21.15,2017-08-01 21:27:13,Cash,2,3.7,16.0,0.0,0.0
Jesse Campbell,15.433333333333334,2017-08-25 01:22:53,Cash,5,3.35,14.0,3.06,0.0
Gavin Lopez,21.733333333333334,2017-11-18 18:11:20,Card,2,2.65,15.0,3.0,0.0
Amy Weber,6.483333333333333,2017-10-18 08:37:02,Cash,2,1.45,6.5,0.0,0.0
Michael Smith,4.983333333333333,2017-01-17 18:55:58,Card,1,0.53,5.0,1.02,0.0
Marcus Hughes,13.683333333333334,2017-10-30 03:31:56,Cash,1,4.74,16.0,0.0,0.0
Jose Johnson,16.6,2017-08-03 12:33:43,Cash,1,1.5,11.0,2.35,0.0
Jason Carlson,11.766666666666667,2017-01-06 23:27:14,Card,1,2.3,10.0,2.25,0.0
Laura Flores,15.616666666666667,2017-11-26 13:00:28,Cash,1,2.3,11.5,1.8,0.0
Christopher Miller,16.383333333333333,2017-12-05 13:18:09,Card,3,1.51,11.0,0.0,0.0
Ian Levine,8.266666666666667,2017-01-16 16:22:50,Card,6,1.29,7.5,0.0,0.0
Mr. James Mendoza,8.6,2017-02-16 03:02:33,Cash,1,2.0,9.0,0.0,0.0
Mark Paul,5.65,2017-01-15 10:22:55,Card,1,0.98,6.0,1.36,0.0
Shannon Gonzalez,16.666666666666668,2017-02-24 20:39:29,Cash,3,2.1,11.5,1.0,0.0
Richard Ball,18.516666666666666,2017-03-08 08:26:43,Cash,1,2.7,13.5,0.0,0.0
Brenda Prince,10.05,2017-02-23 02:16:17,Cash,1,3.7,12.0,2.0,0.0
Ronald Young,7.616666666666666,2017-07-17 18:45:47,Cash,6,1.01,7.0,2.2,0.0
Patrick Moore,6.183333333333334,2017-07-03 16:56:05,Card,1,0.98,6.0,0.0,0.0
Luis Smith II,9.8,2017-03-10 15:54:00,Cash,2,1.58,8.5,0.0,0.0
Megan Aguilar,13.916666666666666,2017-09-11 15:15:28,Card,1,1.17,10.0,1.62,0.0
David Aguilar,15.633333333333333,2017-04-26 13:10:09,Cash,1,4.7,17.0,5.3,0.0
Steven Mcdaniel,12.45,2017-10-28 12:00:00,Cash,2,2.62,11.0,0.0,0.0
Michael Johnson,10.933333333333334,2017-05-09 19:37:15,Cash,2,1.5,9.0,3.24,0.0
Ms. Michelle Boyd,5.916666666666667,2017-08-11 01:02:46,Card,1,1.6,7.0,0.0,0.0
Valerie King,6.3,2017-03-16 00:12:26,Card,1,0.86,6.0,1.46,0.0
Anthony Ramos,15.283333333333333,2017-04-29 23:19:48,Cash,1,2.17,11.5,0.0,0.0
Bryan Baird,31.883333333333333,2017-06-27 19:27:47,Card,1,5.9,24.5,0.0,0.0
Ronald Roberts PhD,13.033333333333333,2017-12-22 21:38:21,Cash,1,1.25,9.5,0.0,0.0
Colleen Pearson,13.866666666666667,2017-01-14 03:08:41,Card,1,3.89,14.5,2.5,0.0
David Harris,20.366666666666667,2017-10-31 15:32:29,Card,1,1.85,13.5,0.0,0.0
Molly Gonzalez,5.9,2017-10-18 11:05:14,Cash,1,0.3,5.0,0.0,0.0
Christine Stevens,12.166666666666666,2017-05-28 11:49:49,Cash,1,1.75,9.5,0.0,0.0
Gabriel Little,22.75,2017-09-14 17:33:24,Cash,1,2.07,14.5,1.95,0.0
Jonathan Smith,10.9,2017-05-01 09:11:10,Card,1,1.81,9.5,1.2,0.0
Shelby Edwards,18.816666666666666,2017-03-02 16:08:21,Cash,3,2.7,14.0,0.0,0.0
Darrell Carlson,23.933333333333334,2017-02-11 14:15:16,Cash,1,3.48,17.0,3.56,0.0
Robert Fleming,13.016666666666667,2017-10-13 14:19:44,Cash,1,1.66,10.0,2.0,0.0
Jamie Jones,12.9,2017-05-08 19:48:42,Cash,1,2.4,11.5,0.0,0.0
Teresa Parks,2.9833333333333334,2017-05-16 21:16:10,Card,1,1.0,5.0,1.25,0.0
Brittany Grant,18.0,2017-05-09 16:10:33,Cash,1,1.6,12.0,1.28,0.0
Melissa Moreno,3.85,2017-01-07 20:48:12,Cash,1,0.55,4.5,0.0,0.0
Michelle Riggs,6.233333333333333,2017-03-25 23:29:27,Card,1,0.81,6.0,0.0,0.0
David Dawson,12.1,2017-04-14 17:27:39,Card,1,3.0,11.5,3.3,0.0
Joshua Pitts,5.316666666666666,2017-12-28 17:29:55,Cash,2,0.8,5.0,0.0,0.0
Sarah Thompson,11.4,2017-03-19 21:33:15,Card,1,1.82,9.5,0.0,0.0
Brian Harris,17.6,2017-12-20 15:18:36,Cash,1,1.99,12.5,3.32,0.0
Jamie Smith,6.216666666666667,2017-10-09 13:25:32,Cash,1,0.4,5.5,1.25,0.0
Rodney Chapman,14.516666666666667,2017-07-18 19:40:10,Cash,1,1.71,11.0,3.2,0.0
Nicole Anderson,11.616666666666667,2017-12-06 23:44:04,Cash,1,1.79,9.5,2.7,0.0
Colton Simpson,5.933333333333334,2017-04-16 15:16:28,Cash,1,0.94,6.0,1.0,0.0
Michelle Villanueva,8.866666666666667,2017-04-14 23:21:46,Cash,1,1.4,8.0,1.85,0.0
Alexander Figueroa,10.8,2017-04-28 21:00:51,Cash,2,2.3,9.5,0.0,0.0
Jillian West,11.766666666666667,2017-08-19 17:04:06,Cash,2,2.16,10.5,2.26,0.0
Stephen Jones,21.083333333333332,2017-11-09 16:42:33,Card,1,3.0,15.0,3.35,0.0
Donald Alvarez,3.9833333333333334,2017-06-14 07:24:09,Card,2,0.95,5.0,1.16,0.0
Brooke Shah,7.45,2017-12-06 08:21:27,Cash,1,1.0,6.5,1.45,0.0
Sandra Kelley,4.75,2017-02-25 02:30:48,Card,2,0.8,5.0,1.25,0.0
Derrick Jackson,6.133333333333334,2017-09-12 09:21:46,Card,1,0.67,5.5,0.0,0.0
Charles Dunn,16.583333333333332,2017-01-17 22:07:39,Card,1,2.82,13.5,2.96,0.0
Erika Doyle,7.7,2017-08-24 09:37:48,Card,5,1.04,6.5,0.75,0.0
Dr. Lisa Brown MD,8.616666666666667,2017-04-18 11:29:21,Card,1,0.65,6.5,1.82,0.0
Michelle Hart,16.6,2017-12-03 04:12:19,Cash,1,4.9,16.5,3.55,0.0
Nancy Price,22.266666666666666,2017-09-06 11:26:54,Cash,1,2.78,15.5,3.26,0.0
Rachel Harris,11.616666666666667,2017-10-31 18:40:09,Card,1,0.8,8.5,0.0,0.0
Angela Douglas,4.3,2017-12-10 16:33:16,Card,1,1.0,5.5,0.0,0.0
Brenda Howard,22.5,2017-01-12 16:37:15,Cash,1,3.12,16.0,0.0,0.0
Brett Watts,9.466666666666667,2017-05-26 21:44:51,Cash,3,1.7,8.5,0.0,0.0
John Ramirez,3.9166666666666665,2017-02-28 05:50:06,Cash,1,0.68,5.0,1.0,0.0
Ronald Collins,5.533333333333333,2017-08-26 16:54:24,Card,1,0.93,6.0,0.0,0.0
Marie Miller,5.483333333333333,2017-08-02 05:33:09,Cash,1,1.46,7.0,0.0,0.0
Kevin Perez,16.55,2017-08-22 18:47:38,Card,1,2.4,12.5,2.85,0.0
Natalie Steele,8.016666666666667,2017-11-07 12:03:36,Cash,1,0.62,6.5,1.46,0.0
Mitchell Smith,30.983333333333334,2017-02-04 19:08:48,Cash,5,4.87,23.0,4.76,0.0
Emily Foster,10.016666666666667,2017-04-16 15:21:39,Card,2,2.0,9.5,0.2,0.0
Christopher Turner,13.266666666666667,2017-07-08 07:41:59,Cash,1,4.7,16.0,3.35,0.0
Sean Ramsey DDS,9.233333333333333,2017-06-11 01:29:08,Card,1,2.3,9.5,0.0,0.0
Brittany Joseph,13.0,2017-11-27 15:52:11,Cash,1,1.04,9.5,0.0,0.0
Mrs. Valerie Rivera,8.116666666666667,2017-10-26 11:40:39,Card,2,1.16,7.0,1.56,0.0
Kent Higgins,7.566666666666666,2017-08-22 15:37:44,Card,1,1.1,7.0,1.95,0.0
Brian Howell,16.133333333333333,2017-05-18 14:49:42,Cash,1,1.7,11.5,0.0,0.0
David Vazquez,9.983333333333333,2017-04-21 19:19:46,Card,6,2.35,9.5,0.0,0.0
Eric Lambert,15.133333333333333,2017-12-20 09:57:47,Cash,0,0.8,10.0,2.15,0.0
George Alvarez,19.15,2017-12-28 20:44:38,Card,1,4.26,17.0,0.0,0.0
Barbara Lynch,39.7,2017-09-17 19:32:34,Card,1,4.46,24.5,0.0,0.0
Dr. Melvin Rodriguez PhD,18.833333333333332,2017-01-20 12:47:59,Card,1,4.2,16.0,0.0,0.0
Jane Munoz,11.9,2017-01-20 20:09:46,Cash,4,0.98,8.5,0.0,0.0
Matthew Meyer,28.716666666666665,2017-12-27 12:11:40,Card,1,2.69,18.5,3.86,0.0
Kyle Johnson,5.45,2017-06-25 08:17:32,Cash,1,1.81,7.5,2.08,0.0
Julia Massey,3.8333333333333335,2017-02-21 23:00:46,Cash,1,0.78,5.0,1.58,0.0
Laura Gallegos,5.316666666666666,2017-12-10 23:27:43,Cash,2,0.76,5.5,2.04,0.0
Taylor Haney,17.266666666666666,2017-06-30 18:29:00,Card,1,3.32,14.5,2.44,0.0
Jordan Garcia,14.466666666666667,2017-12-13 12:04:04,Card,1,2.57,8.5,0.0,0.0
Kelsey Jenkins,12.083333333333334,2017-05-13 20:26:51,Cash,1,3.7,13.5,0.0,0.0
Julie Schaefer,16.433333333333334,2017-08-19 00:29:22,Cash,2,4.62,16.0,3.46,0.0
Jade Barrett,6.8,2017-01-16 11:58:42,Cash,1,1.1,6.5,2.15,0.0
Rodney Martin,9.866666666666667,2017-06-01 18:31:37,Card,1,2.25,9.5,2.26,0.0
Crystal Stewart,9.783333333333333,2017-04-15 23:53:39,Card,2,2.3,10.0,0.0,0.0
Alicia Evans,6.25,2017-12-29 17:15:47,Card,1,1.1,6.5,1.0,0.0
Veronica Kramer,6.1,2017-10-05 10:57:51,Cash,1,0.4,5.5,1.0,0.0
Heather Morrow,11.616666666666667,2017-02-25 16:48:17,Cash,6,2.2,10.5,2.26,0.0
Traci Bell,3.1333333333333333,2017-11-21 20:31:49,Cash,1,0.5,4.0,1.05,0.0
Joseph Pittman,5.183333333333334,2017-01-20 00:16:43,Card,1,1.22,6.0,2.0,0.0
Kevin Aguilar,7.1,2017-05-19 04:45:32,Card,1,2.5,9.0,3.05,0.0
Jack Silva,4.533333333333333,2017-12-09 22:15:14,Cash,1,0.78,5.0,1.26,0.0
Ronald Murphy,7.25,2017-09-25 13:49:20,Card,1,0.6,6.0,0.0,0.0
Tyler Woods,9.183333333333334,2017-10-22 03:00:31,Cash,1,2.0,9.0,2.05,0.0
Barbara Riddle,3.3666666666666667,2017-04-26 00:17:20,Cash,1,0.5,4.0,0.0,0.0
Robert Stephens,8.4,2017-03-07 13:53:56,Card,1,1.28,7.5,1.66,0.0
Molly Lynch,7.6,2017-01-22 17:40:18,Card,1,0.84,6.5,1.82,0.0
Erin Parrish,17.316666666666666,2017-11-13 20:55:48,Cash,1,5.5,18.5,3.95,0.0
David Little,9.683333333333334,2017-01-09 22:39:48,Cash,5,1.02,7.5,1.76,0.0
Carrie Nichols,12.716666666666667,2017-06-22 19:17:51,Card,1,1.61,9.5,0.0,0.0
Debra Vargas,4.35,2017-08-27 08:16:20,Card,1,1.5,6.5,1.82,0.0
Stacey Welch MD,16.066666666666666,2017-08-30 21:17:58,Card,1,2.84,13.5,0.0,0.0
Pamela Lucas,10.666666666666666,2017-05-13 14:19:38,Cash,1,1.1,8.5,0.0,0.0
Jay Green,24.116666666666667,2017-09-15 17:22:32,Cash,1,3.7,17.0,3.0,0.0
Martin Smith,10.9,2017-05-18 17:02:18,Cash,1,1.25,8.5,3.09,0.0
